year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2010,5,14,Sun,61,69,38.12021965089407,-7,49,-12,29,51
2021,10,25,Sun,-17,-17,64.45201564337756,-9,72,11,20,44
2003,10,26,Sat,63,41,-11.339685891371715,95,18,56,26,-4
2014,11,23,Sun,89,63,80.74529133226527,3,22,86,89,5
2000,8,29,Thu,51,99,-14.968677241586477,7,74,7,84,8
2022,7,22,Fri,70,43,11.74888126407907,82,18,2,-19,51
2002,8,14,Wed,29,92,72.33113914107146,-3,92,67,21,17
2013,12,1,Sat,18,35,90.33689335533919,68,64,84,-17,30
2005,8,25,Tue,14,84,72.00158953927303,80,94,74,-20,22
2017,7,29,Sat,4,54,7.466922414604433,-15,23,48,1,51
2000,2,9,Wed,96,2,99.27258231445713,88,-20,89,-10,-13
2005,11,17,Sun,57,12,30.01344152504536,9,76,41,91,4
2005,9,14,Wed,23,10,25.550596535162946,74,29,27,-10,85
2020,7,13,Sun,26,-14,84.6934954453254,13,53,45,88,85
2015,12,13,Wed,19,65,-11.988713852840409,62,99,41,-7,97
2004,11,31,Thu,10,-16,47.28585288840702,37,95,90,70,34
2016,6,6,Thu,48,16,96.84072810810079,7,41,73,76,24
2009,9,7,Sat,60,-20,-7.884229356365896,51,69,92,71,70
2020,1,2,Thu,100,49,45.44273518444275,54,-18,48,66,65
2017,11,26,Tue,53,24,-3.972749341994959,32,57,35,100,46
2006,2,8,Sun,22,26,87.68733357935632,-5,-13,53,52,36
2002,1,24,Mon,34,47,51.11755477770646,5,27,90,38,28
2012,10,6,Sat,-5,73,8.387009441412758,44,93,95,-3,96
2014,12,25,Fri,91,9,17.152204599220262,36,75,15,40,33
2019,3,3,Fri,47,60,42.512347767945975,10,20,15,86,26
2018,11,18,Sat,98,39,67.76712082106063,6,15,35,3,43
2002,5,18,Mon,48,99,38.98679945745777,91,70,-14,6,81
2003,1,22,Fri,21,3,2.901179203417687,87,36,72,14,92
2004,4,23,Sat,89,10,65.68387723739875,28,76,11,96,3
2000,8,6,Sat,20,7,-5.6779885395225165,-12,64,70,47,41
2003,6,11,Wed,29,24,77.93828318168492,5,69,-20,1,12
2011,1,3,Tue,63,86,27.86761414551887,-15,98,37,-10,78
2009,12,16,Fri,-15,-17,58.97798081677797,-14,57,97,50,19
2022,1,5,Tue,54,40,21.708718614785873,-8,22,-1,84,8
2020,3,24,Sun,32,18,60.95789731760773,28,79,13,37,-13
2019,10,22,Sat,-4,62,87.59161627760257,-11,7,30,80,54
2012,8,2,Mon,84,3,64.86991665246804,22,71,15,77,-5
2022,11,15,Sat,36,50,61.240487140059315,89,64,5,55,12
2013,11,16,Fri,46,25,71.64670824746604,28,91,66,-17,43
2022,8,7,Tue,-5,32,40.525653279921464,74,38,12,88,-10
2004,3,16,Wed,31,27,6.655413129825725,91,84,-20,45,8
2003,7,24,Wed,79,96,78.67816806441155,80,97,46,90,28
2013,12,4,Sat,69,-12,58.46632161627407,-3,8,29,44,88
2009,3,28,Mon,67,1,17.97232654557932,-10,89,14,-3,67
2016,4,16,Sun,97,97,13.380290307117342,-11,17,14,38,45
2009,9,17,Thu,90,-19,40.49140050794052,7,13,38,2,-16
2006,4,2,Fri,13,70,5.083984047834242,64,44,56,77,67
2015,3,16,Sat,63,-5,86.2668986912314,32,-1,76,-17,32
2000,5,4,Wed,60,-16,75.41736576646117,33,5,-8,32,23
2016,7,7,Wed,94,-9,17.306110802649968,4,94,1,94,90
2020,5,18,Mon,-1,31,-14.02217073985302,-15,6,35,95,-14
2008,4,6,Wed,59,5,-13.723961166243964,85,2,-16,85,74
2005,8,18,Fri,35,-6,15.951490724641623,-10,50,60,88,73
2018,4,28,Mon,30,46,-2.1516016599692946,12,1,22,62,49
2012,2,7,Tue,32,52,85.6732019987518,48,26,53,19,48
2002,10,2,Mon,28,38,30.914720503233703,77,80,34,85,58
2006,6,19,Sun,-17,71,22.111205659473015,75,78,70,19,6
2021,2,9,Fri,-3,18,6.365790518902504,86,90,-6,30,78
2008,3,29,Sun,15,42,81.78532364904274,25,47,88,84,33
2021,1,31,Fri,96,79,75.88850706571647,67,72,21,-12,52
2004,5,4,Tue,14,4,26.50351008075458,56,80,-12,2,2
2009,9,14,Sat,9,20,0.49229989125001694,34,79,50,-8,37
2022,2,5,Mon,97,7,95.19057791858125,86,46,36,-20,-4
2016,12,25,Fri,42,90,18.219059816197266,49,45,-11,55,96
2011,7,7,Fri,61,98,73.30209834792863,77,48,43,-11,66
2022,5,8,Tue,0,0,36.02899792549792,30,61,20,6,25
2015,2,15,Thu,31,72,74.57916176553053,4,77,-8,-2,82
2002,8,27,Mon,75,68,38.27471877933564,84,-6,-5,83,26
2021,11,19,Fri,48,73,91.99273626564825,2,93,77,75,72
2008,6,27,Wed,20,40,76.8512282591107,29,93,51,1,38
2014,4,11,Tue,33,82,11.494973564493403,25,83,39,68,82
2004,4,20,Thu,66,36,32.075710799820214,56,23,10,-10,24
2022,2,23,Thu,9,-10,-7.828633426297245,71,98,34,54,89
2012,3,4,Tue,70,-2,89.32002889353623,87,84,71,69,41
2013,7,18,Thu,35,54,-11.615145043103647,23,30,50,-5,33
2019,3,14,Fri,58,68,-17.792765402314902,-8,44,13,8,54
2014,5,26,Thu,20,-20,40.068400890828954,50,65,76,9,93
2015,10,6,Mon,-7,11,52.978621885645865,27,4,-17,-10,-8
2022,6,25,Wed,0,64,7.008941469138218,-4,40,34,36,-9
2012,6,16,Fri,99,88,49.036439254317415,52,-4,81,44,-19
2016,4,18,Tue,77,56,88.36298761439997,-7,76,69,-15,21
2022,6,1,Wed,69,13,55.759933016371406,9,31,45,56,33
2007,3,8,Sat,4,-4,35.14464118689203,84,37,75,70,-10
2020,7,1,Fri,29,94,-2.524092888666882,81,60,82,86,91
2001,7,1,Wed,88,34,0.4419492479967566,9,36,85,14,92
2004,4,19,Thu,74,90,38.60691889464297,12,17,38,96,57
2005,2,21,Sat,32,-2,36.037684390148186,99,48,20,76,1
2011,11,29,Tue,27,53,43.20902855229869,33,16,45,38,64
2017,7,28,Tue,49,21,41.45474179115376,36,86,69,-7,88
2021,3,25,Mon,27,38,21.294746419806728,68,86,26,22,28
2021,1,27,Thu,-17,52,64.19949923655912,10,54,6,25,16
2000,2,10,Mon,3,94,5.677545147173539,2,55,58,98,15
2016,10,18,Mon,85,54,83.13178908276977,31,87,0,1,68
2010,9,12,Thu,10,17,3.521930047023538,70,13,91,39,86
2009,12,28,Fri,62,10,30.322375348479646,76,14,70,85,28
2018,8,17,Sat,54,45,5.499956928748091,94,39,77,64,37
2013,6,1,Sun,8,67,54.83278940720061,33,18,92,-19,-18
2009,6,8,Mon,-16,85,37.794166609313216,26,95,-10,99,45
2014,1,10,Wed,61,90,25.29199215779046,28,25,66,48,70
2018,2,26,Sat,46,48,37.49115139396883,63,97,93,-6,12
2003,4,10,Fri,83,29,30.970094915121017,35,-5,1,29,-3
2001,3,18,Thu,54,9,83.47502829440398,71,67,2,91,27
2008,1,29,Tue,64,82,-4.963753637542636,-13,10,44,63,54
2009,8,9,Fri,73,14,75.97495197598306,1,-7,38,69,50
2010,7,25,Mon,62,96,59.294879650805726,41,92,55,35,16
2013,4,2,Wed,32,38,22.146765658663803,33,26,68,42,29
2006,12,3,Sat,68,100,91.21134939980861,14,11,49,67,15
2022,12,2,Thu,43,91,1.4104200981167843,98,86,93,14,6
2014,9,6,Tue,14,-4,17.54488281853955,74,56,92,67,1
2021,11,31,Sat,-9,74,25.355769051152286,87,81,92,5,10
2018,4,23,Wed,26,45,58.38335001197815,67,-4,77,84,19
2021,1,12,Sun,69,59,94.51577274766848,-6,87,7,93,33
2014,10,22,Tue,34,0,51.80719139008205,93,35,4,65,43
2007,1,19,Thu,99,73,83.61303636083927,88,15,61,6,49
2010,1,28,Sat,91,31,89.50176805688629,74,96,90,-2,97
2008,1,15,Fri,48,44,36.4421092290602,-16,21,-20,16,96
2014,4,19,Mon,62,-7,37.164529339646855,65,61,11,15,32
2000,1,12,Thu,70,-5,10.249727420449169,-4,-2,8,72,33
2000,2,18,Wed,17,34,52.791968236515345,71,-14,-1,19,33
2018,4,16,Fri,8,-12,-5.476633457618208,96,34,25,42,76
2002,7,2,Sat,-9,92,56.753776507589606,-18,9,56,18,50
2009,2,11,Tue,-2,-13,88.04055026541556,-2,55,36,98,-15
2007,8,12,Fri,-12,52,72.0550682735287,81,54,-9,86,43
2014,7,5,Fri,61,13,58.5517936579531,70,99,51,-9,33
2009,9,27,Wed,8,88,81.44688321314982,60,8,18,23,44
2000,6,27,Mon,-18,12,68.30763497776886,75,46,-13,59,82
2017,4,24,Sun,66,65,44.08910309479184,16,13,61,27,25
2001,6,6,Fri,9,73,43.048788747764846,0,13,64,74,81
2018,4,25,Fri,89,-14,-7.052620197385227,80,74,7,58,21
2012,7,11,Mon,37,61,32.56418438288557,30,65,10,12,93
2021,9,21,Mon,67,0,43.21638462371322,33,-19,-6,58,91
2000,3,10,Tue,32,-16,36.859959891358045,-10,6,39,11,87
2001,3,4,Sat,80,50,73.8976792597434,44,26,18,1,72
2015,2,9,Tue,80,-9,-0.5235941033892857,9,79,76,93,54
2014,1,12,Mon,-17,38,76.18276818435193,69,75,81,99,71
2012,1,10,Sun,36,60,69.74119478556248,88,36,66,-15,35
2015,3,27,Thu,33,37,88.99950158926018,92,78,59,9,19
2016,7,14,Mon,7,67,25.188054113588223,22,-4,67,84,-6
2020,11,5,Tue,-5,16,1.3617500728254193,93,77,0,-4,9
2006,9,1,Wed,-8,87,71.79405902303962,15,5,89,99,2
2016,2,5,Wed,51,62,51.20013306550685,69,-11,-13,87,-9
2006,7,16,Sat,35,24,66.21157413933341,36,18,21,-19,98
2012,1,31,Fri,32,59,100.60559697516898,85,-12,38,59,71
2004,2,5,Sun,27,4,3.5393097042262305,99,4,60,34,74
2016,6,5,Wed,4,6,29.73724426237066,70,-1,58,90,9
2002,11,29,Tue,45,30,3.316311919624443,5,-6,57,-9,82
2006,5,18,Wed,9,98,84.13540565653247,86,83,-1,90,-5
2016,8,29,Sun,83,21,-17.945295927786113,61,92,75,88,9
2006,12,6,Sun,-18,87,-3.6380027057966906,76,70,40,-9,47
2020,11,21,Thu,2,50,9.992302787463853,79,-10,-10,30,12
2000,2,18,Mon,8,89,73.33010767581918,80,-5,81,27,36
2016,1,28,Mon,20,21,56.04295854703388,77,73,11,18,76
2016,7,10,Tue,73,39,27.022092165181782,39,1,-17,60,7
2010,6,15,Fri,-10,51,-0.7972633146765062,69,41,8,85,64
2002,8,31,Sun,0,58,18.914652219174826,1,3,-16,84,58
2014,11,30,Mon,70,37,69.95385132458482,3,93,86,49,5
2020,8,24,Wed,3,59,26.216155601201486,-9,67,55,98,-7
2010,2,22,Sun,95,51,35.97403520646983,54,15,86,84,36
2015,8,11,Thu,74,79,53.643747835375876,39,-3,93,69,-6
2021,6,26,Fri,73,75,90.45939272360036,0,-1,18,-20,45
2008,9,28,Fri,44,60,10.262737348620355,59,-13,100,-5,-5
2000,12,27,Fri,-20,79,34.207584620261706,15,-6,2,25,16
2021,7,19,Mon,33,1,17.548882735405222,-14,56,76,42,-10
2015,2,25,Sat,51,75,36.408617905751996,40,79,-5,83,-10
2008,8,13,Fri,91,37,64.2718484784207,32,57,29,38,12
2018,9,27,Tue,85,-10,38.3297555479633,7,26,87,26,-19
2011,7,27,Wed,13,88,80.97889778328633,3,90,-10,-5,12
2018,4,30,Sat,59,-15,46.944230020201005,98,67,51,25,42
2021,9,20,Thu,70,1,26.677585800646504,32,98,76,59,-18
2008,4,3,Wed,47,57,74.6608489954552,-8,80,27,18,63
2006,12,16,Tue,62,71,32.19019226582867,57,3,13,72,12
2013,4,7,Tue,8,82,42.38186897279599,86,26,0,29,5
2018,9,12,Sun,84,-9,100.35511373474581,74,-3,42,28,92
2018,8,29,Sat,-18,6,75.1582392210989,51,11,81,5,13
2001,4,15,Wed,-10,-20,83.47220447466998,-20,78,-4,73,57
2008,8,30,Mon,-13,43,51.734974395104345,83,63,92,12,31
2012,8,8,Sun,41,53,22.1341924535065,94,21,13,86,72
2014,7,23,Tue,82,76,99.94362319021354,60,75,30,-1,45
2002,10,17,Fri,12,59,9.526431620780766,20,80,84,80,93
2010,6,1,Thu,-13,18,85.6108504673124,38,16,46,98,51
2020,8,29,Thu,4,39,90.2674614953863,-8,90,3,56,6
2013,7,21,Tue,67,95,78.92412851878932,33,12,1,51,51
2007,5,31,Fri,5,49,-6.195833997071439,26,-20,-11,75,50
2017,12,30,Wed,5,33,83.34767384958113,6,91,-16,61,54
2018,4,8,Thu,-4,4,60.31713069290778,56,71,84,88,95
2015,12,14,Fri,70,93,62.37970094661708,19,6,10,20,82
2001,2,10,Fri,8,-1,75.17032082554358,70,-4,3,-10,73
2007,11,27,Mon,22,15,39.35501779665182,11,25,89,34,97
2021,8,19,Tue,82,2,12.326021269592268,37,58,-10,81,82
2005,9,8,Fri,52,59,49.5667934612198,55,57,30,86,28
2011,4,19,Sun,57,-20,-6.850269952007409,22,96,98,26,26
2014,4,4,Wed,-16,96,61.651417736576704,31,74,27,57,0
2007,5,10,Thu,29,73,38.435853102403776,56,13,57,83,0
2003,2,23,Sun,73,6,40.782045062473166,59,-18,89,29,50
2014,7,3,Mon,35,31,2.4844733763623488,13,35,-17,76,63
2019,5,4,Wed,42,-19,-15.004777811334394,-15,-9,-13,96,40
2016,6,16,Thu,36,91,53.9636439348256,27,5,-14,84,92
2012,4,24,Tue,98,0,59.71854404056644,-3,3,78,2,94
2017,8,4,Wed,71,-12,40.293326241535205,60,39,98,40,-7
2001,8,25,Thu,24,90,72.65348559951263,90,37,11,-14,-1
2012,12,20,Mon,16,67,48.20966313518423,18,42,65,-6,-16
2012,5,29,Sun,51,27,82.6317180373029,57,77,1,58,10
2021,12,30,Thu,58,84,14.862349984515603,-14,-13,89,-12,41
2014,6,20,Fri,97,18,9.41610803927697,-15,55,86,64,-9
2019,3,13,Mon,71,21,11.598585341017344,55,52,69,16,35
2009,1,21,Wed,15,50,-16.30726449313682,77,5,94,82,35
2002,9,17,Sat,12,73,88.97551277308648,32,89,15,38,-9
2018,9,23,Tue,-15,24,100.90157439488739,-20,37,8,7,45
2002,3,25,Sun,99,-19,78.79922847784185,93,17,47,87,5
2021,4,16,Mon,94,55,29.924127312278387,8,28,74,-15,47
2013,7,28,Sun,55,56,22.825960289450855,71,22,65,-11,9
2007,2,25,Mon,50,46,73.736590712012,48,38,40,-6,77
2022,12,17,Mon,24,22,41.70335818321877,64,62,100,97,80
2003,3,31,Thu,71,83,93.67439982435289,82,0,32,67,-1
2019,6,6,Fri,-14,86,13.829137097276565,90,-8,51,-17,45
2010,11,3,Sat,84,-3,19.181976358101608,96,78,64,90,88
2010,8,20,Tue,44,18,100.85781419654751,81,-18,-6,93,14
2010,1,24,Sun,96,87,98.35914643621334,77,68,27,78,58
2001,4,31,Tue,3,-15,87.10820237403935,64,11,97,37,30
2016,1,4,Fri,24,21,28.960071202033987,67,0,33,-6,91
2008,2,8,Thu,40,31,81.35114093823584,28,-7,47,95,-7
2001,8,20,Thu,-2,6,14.290577590131868,38,74,85,16,34
2014,6,9,Fri,96,58,10.825315161191138,-8,-13,48,-19,15
2015,9,22,Sun,11,95,46.11895663795835,24,-14,79,26,92
2003,2,1,Fri,9,-6,84.09181007448444,25,79,43,83,32
2007,3,13,Wed,44,-2,-8.205741706141715,2,78,45,7,33
2008,9,26,Thu,11,41,48.40201239763162,11,62,29,48,97
2004,9,2,Sun,36,43,53.778341181642375,51,38,51,66,42
2015,6,23,Mon,-1,81,50.155529047714595,90,-19,26,52,73
2012,3,10,Tue,64,30,6.438170160973282,54,48,47,50,87
2006,5,23,Thu,62,26,-12.240373484870393,-8,23,-8,47,37
2019,2,19,Fri,73,36,88.29401715596012,32,45,-7,-2,6
2016,7,17,Mon,93,-1,49.51600102754749,-1,-3,-12,-13,-19
2002,10,24,Wed,71,-1,72.91643641786844,-20,58,7,10,64
2004,11,13,Sat,75,61,24.09687715707974,36,-5,17,-7,95
2018,8,29,Wed,9,43,-14.8572253283664,45,-9,-9,8,57
2011,6,26,Mon,66,77,11.407402411393893,-10,87,71,-12,70
2006,8,14,Sun,70,82,-11.122755214954639,25,39,-8,80,64
2008,2,27,Sun,80,80,-10.53280869176651,9,79,0,49,2
2005,3,31,Mon,38,78,5.949580724202253,48,65,34,85,14
2016,7,11,Sun,69,17,56.662954247271784,-14,71,17,39,41
2015,10,10,Fri,41,17,78.95028119536885,3,33,31,71,91
2022,12,31,Sun,46,44,79.38420074220362,74,19,5,24,51
2002,1,7,Sat,10,94,93.46854000109299,27,22,68,53,38
2020,7,10,Fri,45,55,59.42217323872916,73,97,1,33,55
2003,6,24,Tue,33,-16,-17.596826068143727,22,1,30,24,43
2009,8,1,Sun,-11,43,25.665694648831796,58,-17,95,-18,71
2004,7,14,Sat,17,6,-6.513285928210841,15,55,95,55,20
2020,4,3,Sat,62,82,74.0732344135977,53,0,51,15,12
2021,3,13,Tue,10,-1,-5.517618374497893,-20,70,16,-10,76
2009,3,2,Wed,8,39,-7.183382996371689,-14,2,83,52,-12
2011,4,17,Mon,4,19,-16.58675557229074,23,21,24,-15,58
2009,9,21,Wed,11,62,95.61583662093457,40,70,99,55,53
2012,9,3,Sun,-4,81,75.07091693367344,5,20,65,89,28
2010,2,26,Sun,94,58,20.3306089401322,86,-5,56,96,-19
2021,5,15,Fri,24,-15,25.549159752522,86,75,16,20,-18
2015,1,8,Thu,28,52,-12.809160125821005,100,15,-7,51,2
2007,4,6,Sun,66,15,-0.8920519507611004,92,-4,-3,20,53
2007,2,26,Sun,-3,91,17.68561623225267,9,33,90,56,-2
2007,8,30,Fri,54,66,26.932026636656367,-20,61,76,41,84
2012,4,9,Thu,31,53,55.01714605410028,42,70,-14,86,-3
2001,5,25,Mon,-1,44,22.390214396944366,-6,-14,53,-12,14
2011,11,11,Mon,41,-10,95.50666217393994,42,97,39,63,84
2009,4,22,Sat,-8,28,21.478099408109287,34,20,37,83,33
2011,5,2,Mon,67,93,93.9330385561151,36,81,73,-11,39
2010,5,9,Tue,22,63,68.3130227189631,96,41,34,20,86
2014,5,18,Tue,63,7,88.88760243950333,-1,97,13,6,-12
2015,11,19,Thu,94,1,65.08201937616695,1,63,24,32,74
2016,3,22,Wed,85,63,48.7986684795912,68,36,-18,-17,73
2001,7,18,Sat,71,26,41.599016852898465,29,78,19,-11,80
2017,3,5,Wed,78,81,15.251918777318124,96,90,55,28,31
2011,2,18,Thu,0,59,16.079052358561306,15,12,79,-2,29
2018,3,12,Tue,-15,45,7.007907124414764,94,5,32,53,-9
2022,11,4,Fri,50,4,26.650440299498143,16,67,10,29,-4
2017,3,15,Sun,72,70,-4.636266021791169,25,3,2,27,70
2016,8,11,Sat,32,46,26.900212921821456,98,10,51,2,64
2005,4,27,Thu,66,66,80.88299338124816,88,6,44,79,28
2014,3,19,Wed,31,11,85.30536663357216,6,28,34,84,27
2002,10,5,Thu,48,-4,57.78247512375597,-2,52,78,-12,97
2005,5,6,Thu,65,19,11.0739858669251,62,45,90,45,6
2002,4,13,Mon,-12,63,9.08228690135282,-5,49,58,-2,97
2000,9,23,Tue,75,9,13.629397423845454,33,10,96,51,-7
2012,8,10,Sat,97,38,40.504746348494336,64,4,71,69,34
2020,11,24,Mon,53,7,98.14978195796323,94,-5,-9,30,84
2013,7,25,Tue,25,26,-6.788677076831149,76,88,-20,79,97
2012,8,14,Thu,86,88,40.56196342624733,85,-15,-10,-10,-8
2003,5,4,Tue,92,96,62.55156773332634,74,66,30,-18,-18
2006,4,20,Wed,71,2,9.724968930942236,13,90,80,40,43
2021,7,23,Sat,54,62,97.26258542862652,58,100,92,73,67
2009,1,12,Mon,50,36,22.231629188175276,30,48,45,61,75
2006,6,15,Sat,9,68,92.81502899742941,15,-4,24,-4,80
2020,8,26,Thu,22,67,52.280007070023814,32,-12,78,94,99
2014,7,10,Wed,88,-20,-19.506388646467197,69,69,88,52,51
2014,2,11,Tue,38,71,17.644568710054948,73,41,51,9,78
2003,7,9,Sun,94,8,-17.39261398864286,41,-8,10,59,2
2022,6,11,Tue,17,87,26.15856333559593,10,-14,64,-13,59
2022,5,2,Wed,13,93,92.8366178066681,68,91,32,20,79
2005,4,13,Sun,25,29,74.26105946385694,-17,83,24,5,52
2019,1,27,Tue,71,43,55.035987826880756,-9,-3,46,-16,18
2004,2,22,Mon,11,78,45.16479731557666,100,80,68,48,37
2019,7,26,Fri,-5,93,25.08241270583384,32,24,20,89,-3
2011,10,26,Tue,18,60,5.596304078818491,40,3,7,3,92
2000,3,8,Thu,-20,54,-12.43448494456063,-2,34,41,57,33
2007,5,29,Tue,77,16,3.0077466737120275,98,11,71,48,10
2000,8,21,Sat,84,97,22.533930010420086,35,-14,-19,15,81
2004,8,21,Thu,36,40,42.91892511217765,-12,-1,51,68,43
2021,6,8,Tue,66,-14,4.7328713758106815,4,88,44,-4,21
2005,5,1,Tue,93,69,97.89375945877734,33,77,0,49,16
2020,2,6,Thu,96,66,-10.701132248538846,91,-2,-6,50,90
2002,9,26,Mon,-1,43,-8.530191763787657,26,89,34,25,77
2014,1,13,Sun,61,-3,62.59488579235928,20,41,-13,58,90
2004,11,9,Sun,61,8,71.36245097396534,30,-7,83,49,84
2013,2,28,Fri,21,82,97.66662775655503,29,11,65,11,49
2017,1,6,Fri,83,93,44.183750798334444,96,-12,82,39,79
2015,12,15,Sun,64,77,0.07800531973608571,-14,79,-1,21,98
2005,4,23,Mon,51,39,93.4894035273142,6,28,56,19,57
2013,4,16,Tue,13,81,98.6083616024626,27,69,43,6,84
2007,5,4,Fri,29,33,91.74518282938101,90,63,69,83,67
2006,5,28,Mon,-10,51,85.47039759907933,34,72,18,-16,76
2007,8,26,Mon,86,0,-10.613533345305177,42,-5,-14,40,94
2012,11,17,Fri,94,0,83.43964700874795,86,74,36,40,21
2005,11,9,Sun,22,37,95.34045477980929,-15,3,54,59,93
2017,3,12,Thu,-11,28,46.830051818991336,14,9,10,31,62
2001,6,22,Wed,-13,15,73.48312548972444,11,-13,13,54,8
2007,12,19,Sun,90,-4,59.968372517614625,57,69,54,82,96
2010,12,20,Thu,51,59,14.855032900989684,-15,58,67,68,49
2000,3,26,Sun,-2,32,51.0898969332318,42,93,68,45,-18
2021,2,12,Tue,44,-6,87.61418766389252,92,-11,30,71,-3
2005,8,22,Thu,34,58,40.06261894765006,94,15,35,-14,64
2015,1,6,Sat,31,19,51.4075864832231,-3,82,76,17,8
2019,9,12,Wed,-18,60,44.307110721826405,10,3,8,30,31
2011,11,9,Sun,32,30,14.170990153811566,31,92,42,93,96
2010,7,20,Wed,23,44,57.88323612350028,-5,-13,64,-20,21
2009,12,5,Mon,75,-8,41.645874410886,35,-20,92,61,31
2002,10,21,Sat,27,17,8.138065367986801,46,97,12,55,15
2012,12,3,Tue,33,53,88.34075643067793,74,96,24,96,74
2002,11,2,Mon,-5,76,94.95554106625087,81,53,-15,28,-13
2014,4,8,Thu,9,5,-13.299908710905166,41,90,16,51,75
2015,3,10,Thu,92,55,55.3041995728742,60,66,32,-1,59
2012,6,15,Fri,71,62,30.22052851966866,31,81,-19,78,65
2016,9,9,Mon,7,-6,43.64047154528653,-16,53,85,21,-19
2002,9,10,Sat,-5,96,25.233396818772427,32,12,73,-5,30
2019,4,11,Mon,84,-16,37.397376514142145,59,10,36,93,-6
2010,10,29,Mon,97,-19,19.13550599096792,-4,81,71,12,83
2020,5,9,Mon,30,94,-5.770003374608168,10,56,75,83,-4
2018,11,14,Wed,12,57,16.545949031545973,-5,41,96,68,-8
2021,9,5,Fri,4,72,61.11020390356103,36,14,30,62,33
2010,2,27,Sun,-3,84,-13.903835773629947,0,23,70,78,78
2015,2,9,Tue,5,44,26.310618722203046,20,26,18,-5,4
2020,5,4,Tue,-15,56,-14.881800789587569,18,11,1,-5,53
2002,1,2,Tue,17,92,23.108218493234112,16,42,58,27,88
2021,8,19,Wed,23,39,-9.398985327324224,20,1,22,68,54
2005,5,1,Fri,46,75,21.096451779023198,32,-14,17,75,12
2013,12,21,Sat,22,77,81.40861105407534,53,-15,43,34,57
2017,10,1,Fri,-15,35,54.222452885737,11,20,16,87,77
2016,2,12,Wed,57,97,62.557625339490755,4,59,79,7,1
2003,12,11,Sat,43,57,40.95981545491781,32,-9,17,52,23
2022,9,1,Mon,61,95,91.60818586777435,43,52,50,61,-17
2014,2,14,Thu,59,98,45.48019522266736,12,19,10,2,87
2010,7,27,Mon,67,17,-7.380415335819828,82,48,23,9,5
2002,8,11,Tue,-8,36,92.90547033611467,96,37,73,40,-20
2002,6,29,Mon,44,81,-3.899332479888379,80,-18,-7,75,-11
2015,11,7,Wed,17,93,100.89961135938279,81,79,99,67,79
2004,7,2,Tue,43,30,32.681495679712384,17,22,77,54,-19
2020,11,15,Thu,-7,20,-11.10825848267632,98,53,31,95,8
2009,1,8,Sat,-4,58,84.5563547603126,71,-13,70,5,4
2018,4,22,Sat,100,82,-8.761168918925458,58,52,66,-10,66
2003,7,20,Tue,56,49,1.1063108424292842,-13,-8,46,-1,97
2018,1,25,Sun,-8,72,30.49899329616634,-20,35,-16,23,73
2010,1,15,Sun,52,80,61.81853878835702,53,-2,21,-3,39
2001,11,26,Mon,-15,62,-5.342058013916187,38,2,73,13,68
2009,6,8,Sun,-15,31,55.33764725313493,14,22,-14,79,-8
2010,4,29,Fri,100,-20,74.42675222238434,97,3,84,-17,19
2019,3,10,Fri,73,64,-5.056971398274987,91,-18,97,64,13
2015,12,19,Sat,16,82,58.3560440510076,76,76,-3,69,14
2018,5,3,Fri,36,-3,96.0239816645609,-5,66,36,-7,58
2022,9,20,Tue,32,6,97.05479937324701,-7,-7,81,69,18
2010,10,14,Fri,25,71,-0.43882494376619263,-16,62,53,-8,21
2013,10,9,Wed,57,51,71.92419447405322,59,12,23,69,63
2001,12,9,Sat,-17,74,82.44252460448989,0,66,77,20,86
2022,12,21,Thu,13,55,87.56455180512864,37,6,40,58,65
2004,11,28,Fri,45,21,19.16545164546936,36,-9,76,70,4
2004,10,25,Wed,42,-15,12.684332385391713,-10,25,42,36,98
2018,3,6,Wed,40,69,-14.208811115838873,93,90,11,66,-7
2020,5,8,Tue,60,59,28.336085486432395,50,50,74,1,62
2011,10,11,Sat,21,73,-5.001269682573557,100,79,7,-11,89
2017,5,8,Tue,57,62,75.13713513542443,-13,25,-17,48,65
2003,9,12,Thu,43,61,-2.701044803904054,60,61,-6,47,66
2021,11,10,Thu,94,3,79.08754733018361,73,-5,-19,29,-20
2016,12,31,Mon,-4,24,-6.97875906155998,-7,37,2,79,18
2009,10,23,Thu,40,63,38.154472990597,28,-7,38,-5,9
2019,11,4,Sat,97,50,26.540745220802933,87,64,2,75,-16
2005,4,16,Sun,9,-14,52.78679793872935,93,22,78,-10,73
2013,1,20,Sun,22,-5,42.7713946540635,12,70,70,82,50
2010,10,6,Sat,72,37,52.4338096647668,3,4,5,76,41
2010,5,30,Tue,-14,36,-19.883394090308258,50,81,92,78,56
2017,1,9,Wed,52,21,-4.572062304310517,17,-6,13,91,10
2022,6,23,Mon,25,90,42.571542354922634,58,53,-8,47,-14
2021,12,5,Sun,2,-7,7.789598546083585,29,9,19,66,97
2017,10,21,Sun,15,35,-10.765624284327567,86,23,95,46,8
2022,10,24,Thu,-7,-9,6.3418312472231975,68,-12,30,-1,30
2010,7,6,Wed,-1,72,74.3630065399196,43,71,-11,44,68
2020,1,17,Tue,35,-6,45.5449852572317,60,92,18,12,56
2011,10,17,Fri,95,-13,2.9993029829496685,76,61,69,-11,91
2004,4,25,Mon,60,82,-18.06661698484201,-19,-10,-17,87,96
2022,9,24,Sat,11,37,23.269066830400753,18,81,61,46,100
